author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Основа;developer;https://www.cian.ru/sale/flat/286885980/;Москва;sale;flat;20;20;3;65.77;18067019;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
МонАрх;developer;https://www.cian.ru/sale/flat/295830581/;Москва;sale;flat;16;30;3;65.3;17990150;Черемушки; Наметкина;10Д;Воронцовская;Комплекс апартаментов AIST RESIDENCE
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299724437/;Москва;sale;flat;17;17;3;74.8;17900000;Орехово-Борисово Южное;Гурьевский проезд;15К2;;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297853511/;Москва;sale;flat;12;15;3;78.6;18085452;; Гренадерская;9к1;Ольховая;Новые Ватутинки, мкр. Десна
Landis;real_estate_agent;https://www.cian.ru/sale/flat/294512457/;Москва;sale;flat;2;8;3;76.2;18000000;Донской;Варшавское шоссе;10К1;Верхние котлы;
Жанна Пойтина;realtor;https://www.cian.ru/sale/flat/299086865/;Москва;sale;flat;17;17;3;74.7;17999999;Марьино;Братиславская ;31К1;Братиславская;
ID 113575569;homeowner;https://www.cian.ru/sale/flat/298923850/;Москва;sale;flat;3;8;3;77.9;18000000;;;36;Коммунарка;
Новое Летово;developer;https://www.cian.ru/sale/flat/296321141/;Москва;sale;flat;5;8;3;85.3;18151840;;;к2;Филатов Луг;Новое Летово ЖК
Концерн Русич;developer;https://www.cian.ru/sale/flat/296224218/;Москва;sale;flat;12;32;3;63.0;18156600;Царицыно;Севанская ;62С2;Каширская;РУСИЧ-Кантемировский
А101;developer;https://www.cian.ru/sale/flat/291009757/;Москва;sale;flat;15;18;3;69.4;18296149;;;37.2.1;Улица Скобелевская;Скандинавия ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/296842438/;Москва;sale;flat;12;17;3;83.0;18105612;;;к1;Боровское шоссе;Переделкино Ближнее Город-парк
1-й ДСК;developer;https://www.cian.ru/sale/flat/297271102/;Москва;sale;flat;2;9;3;73.0;18253650;;;;Тёплый Стан;1-й Ясеневский
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296713493/;Москва;sale;flat;2;18;3;66.5;18387250;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
САМОЛЕТ ПЛЮС;real_estate_agent;https://www.cian.ru/sale/flat/293328192/;Москва;sale;flat;16;17;3;71.4;18300000;Новокосино;Новокосинская ;24к3;;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/300034882/;Москва;sale;flat;16;33;3;72.5;18499000;Царицыно;;1.5;Кантемировская;Кавказский Бульвар 51 ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/294178591/;Москва;sale;flat;22;25;3;71.85;18500000;Люблино;Юго-Восточный ао;к11;;Светлый Мир Станция Л ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296358442/;Москва;sale;flat;25;30;3;50.9;18639806;Западное Дегунино;Северный ао;к2;Селигерская;Левел Селигерская ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296121026/;Москва;sale;flat;2;12;3;62.9;18492600;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Ла Терра;real_estate_agent;https://www.cian.ru/sale/flat/299246771/;Москва;sale;flat;4;5;3;72.7;18500000;Алексеевский;1-й Рижский переулок;2К1;Алексеевская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299254523/;Москва;sale;flat;5;8;3;55.0;18800000;Даниловский;Дербеневская набережная;13/17К4;Павелецкая;
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891683/;Москва;sale;flat;15;17;3;89.4;18835387;;;;Мичуринец;Переделкино Ближнее Город-парк
Дмитрий Казаченко;realtor;https://www.cian.ru/sale/flat/299690400/;Москва;sale;flat;16;24;3;60.0;18750000;;бульвар Андрея Тарковского;11;Рассказовка;Рассказово
Основа;developer;https://www.cian.ru/sale/flat/293007185/;Москва;sale;flat;7;36;3;69.1;18967950;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299786359/;Москва;sale;flat;4;5;3;55.3;18900000;Хорошево-Мневники;проспект Маршала Жукова;30К2;Народное Ополчение;
Acropol;real_estate_agent;https://www.cian.ru/sale/flat/287295827/;Москва;sale;flat;13;14;3;74.3;19000000;Перово; Плеханова;29к2;Перово;
Михаил Приставко;realtor;https://www.cian.ru/sale/flat/298575865/;Москва;sale;flat;6;9;3;58.5;18900000;Теплый Стан;Профсоюзная ;130К1;Коньково;
Level Group;developer;https://www.cian.ru/sale/flat/296621386/;Москва;sale;flat;13;37;3;64.9;19367292;Нижегородский;;;Нижегородская;Левел Нижегородская ЖК
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/299137453/;Москва;sale;flat;13;25;3;65.7;19200000;Покровское-Стрешнево;Волоколамское шоссе;81/2с3;Трикотажная;Апартаментный комплекс Level Стрешнево
Комьюнити;real_estate_agent;https://www.cian.ru/sale/flat/298364488/;Москва;sale;flat;1;8;3;74.2;19292000;Преображенское;Электрозаводская ;33С5;Преображенская площадь;Апартаменты Берег Яузы
Надежда Федотова;realtor;https://www.cian.ru/sale/flat/241457030/;Москва;sale;flat;3;17;3;77.2;19200000;Новокосино;Новокосинская ;17К1;Новокосино;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299329188/;Москва;sale;flat;8;9;3;49.6;19400000;Теплый Стан;Профсоюзная ;136К4;Коньково;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/298964774/;Москва;sale;flat;11;12;3;65.5;19500000;Котловка;Нахимовский проспект;25К1;Нахимовский проспект;
Сергей Астафьев;realtor;https://www.cian.ru/sale/flat/299426226/;Москва;sale;flat;10;12;3;66.4;19499700;Фили-Давыдково;Славянский бульвар;1;Славянский бульвар;
А101;developer;https://www.cian.ru/sale/flat/274078716/;Москва;sale;flat;24;30;3;75.9;19478194;Южное Бутово;к2.4;к2.4;Улица Горчакова;Южные Сады ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296507569/;Москва;sale;flat;4;68;3;56.7;19403651;Печатники;;3;Кожуховская;Левел Южнопортовая ЖК
Level Group;developer;https://www.cian.ru/sale/flat/298187760/;Москва;sale;flat;7;9;3;66.0;19705301;Нижегородский;;;Нижегородская;Левел Нижегородская ЖК
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294777990/;Москва;sale;flat;22;25;3;78.0;19980000;; Бианки;6к2;Рассказовка;Город-парк Первый Московский
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/300139412/;Москва;sale;flat;2;5;3;55.0;20000000;Черемушки;Новочеремушкинская ;38К1;Профсоюзная;
ID 111240424;homeowner;https://www.cian.ru/sale/flat/296262584/;Москва;sale;flat;2;14;3;72.0;20000000;Северный;Долгопрудная аллея;15к4;Долгопрудная;Мой адрес в Северном
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/298879818/;Москва;sale;flat;14;16;3;64.7;20300000;Донской;Загородное шоссе;3К3;Крымская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298793764/;Москва;sale;flat;4;17;3;83.8;20350000;;;;;Юго-Западный
Level Group;developer;https://www.cian.ru/sale/flat/296357017/;Москва;sale;flat;55;69;3;55.9;20531589;Печатники;;1;Кожуховская;Левел Южнопортовая ЖК
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/298991737/;Москва;sale;flat;3;4;3;83.0;20450000;Бабушкинский;Енисейская ;16/21;Бабушкинская;
ID 111759195;developer;https://www.cian.ru/sale/flat/296871949/;Москва;sale;flat;3;30;3;69.0;20734500;Рязанский;Рязанский проспект;;Окская;balance
Level Group;developer;https://www.cian.ru/sale/flat/298540697/;Москва;sale;flat;26;30;3;55.5;20674130;Западное Дегунино;Северный ао;к1;Селигерская;Левел Селигерская ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296621367/;Москва;sale;flat;13;29;3;63.5;20907961;Нижегородский;;;Нижегородская;Левел Нижегородская ЖК
Группа Родина;developer;https://www.cian.ru/sale/flat/293200959/;Москва;sale;flat;12;14;3;75.6;20914400;; 1-я Ватутинская;14к2;Ольховая;Russian Design District
ЮВЕГА-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299470145/;Москва;sale;flat;12;13;3;64.2;20900000;Проспект Вернадского; Лобачевского;2;Проспект Вернадского;
RED;real_estate_agent;https://www.cian.ru/sale/flat/298663319/;Москва;sale;flat;3;8;3;75.6;21000000;Савеловский;Бутырская ;53К1;Савёловская;
ID 39404589;developer;https://www.cian.ru/sale/flat/299971613/;Москва;sale;flat;3;34;3;57.1;21001380;Нагорный;;2;Нагорная;Твелв ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293762897/;Москва;sale;flat;14;25;3;72.9;21141000;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296359191/;Москва;sale;flat;3;47;3;71.9;21076252;Печатники;;2;Кожуховская;Левел Южнопортовая ЖК
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/298845375/;Москва;sale;flat;4;9;3;70.5;21000000;Бутырский; Яблочкова;35;Фонвизинская;
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/291530831/;Москва;sale;flat;3;16;3;72.0;21150000;Теплый Стан;Ленинский проспект;129К3;Тропарёво;
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/294159227/;Москва;sale;flat;2;5;3;74.0;21000000;Котловка;Нагорная ;27К1;Нагорная;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/291584798/;Москва;sale;flat;7;14;3;75.0;21000000;Десеновское поселение; 1-я Ватутинская;12к2;;Russian Design District
Ольга Щербакова;realtor;https://www.cian.ru/sale/flat/298945697/;Москва;sale;flat;3;17;3;94.5;21000000;;бульвар Скандинавский;17;Потапово;Скандинавия
1-й ДСК;developer;https://www.cian.ru/sale/flat/296355209/;Москва;sale;flat;8;12;3;72.9;21326895;Гольяново;Монтажная ;вл8/24;Щёлковская;1-й Измайловский
ЛэндЛ;real_estate_agent;https://www.cian.ru/sale/flat/299461793/;Москва;sale;flat;2;13;3;73.0;21400000;Беговой;Беговая ;34;Динамо;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/299339387/;Москва;sale;flat;12;14;3;83.0;21500000;Бескудниковский;Дубнинская ;29К1;Дегунино;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/296475146/;Москва;sale;flat;3;16;3;75.0;21500000;Можайский;Можайское шоссе;4К1;Кунцевская;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/299875840/;Москва;sale;flat;9;12;3;64.0;21500000;Марьино;Подольская ;17;Курьяново;
WHITE BROKER;real_estate_agent;https://www.cian.ru/sale/flat/299293884/;Москва;sale;flat;4;9;3;99.5;21500000;; Ясеневая;3;Ольховая;Дубровка
Анжелика Решетняк;realtor;https://www.cian.ru/sale/flat/296683750/;Москва;sale;flat;7;10;3;73.0;21500000;Южнопортовый; Трофимова;18А;Автозаводская;
ID 99674200;realtor;https://www.cian.ru/sale/flat/299842234/;Москва;sale;flat;5;33;3;77.7;21500000;Нижегородский;;3.1;Нижегородская;Перовское 2 ЖК
ID 111759195;developer;https://www.cian.ru/sale/flat/296871818/;Москва;sale;flat;4;30;3;73.1;21886140;Рязанский;Рязанский проспект;;Окская;balance
Основа;developer;https://www.cian.ru/sale/flat/292150775/;Москва;sale;flat;-1;-1;-1;202.0;21832200;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Бест на Речном;real_estate_agent;https://www.cian.ru/sale/flat/300012230/;Москва;sale;flat;1;5;3;75.0;22000000;Коптево;Большая Академическая ;29;Коптево;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/298527489/;Москва;sale;flat;11;16;3;68.0;21900000;Раменки;Винницкая ;21;Раменки;
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/297304228/;Москва;sale;flat;2;14;3;70.2;22000000;Марфино; Академика Комарова;7;Улица Милашенкова;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/298393941/;Москва;sale;flat;19;32;3;71.1;22163363;Рязанский;Рязанский проспект;вл39;Стахановская;Проспект 39
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/300096350/;Москва;sale;flat;17;17;3;74.5;22500000;Некрасовка;проспект Защитников Москвы;12;Некрасовка;Некрасовка-Парк
MR Group;developer;https://www.cian.ru/sale/flat/295673786/;Москва;sale;flat;18;49;3;71.63;22931260;Покровское-Стрешнево;Волоколамское шоссе;95/1к8;Трикотажная;City Bay
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/300083725/;Москва;sale;flat;2;33;3;92.3;22800000;Южное Бутово; Поляны;5Ак2;Улица Скобелевская;Столичные поляны
ПИА Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299721644/;Москва;sale;flat;5;10;3;68.7;23690000;Ломоносовский; Кравченко;8;Проспект Вернадского;
Центральный Департамент Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/295212920/;Москва;sale;flat;19;24;3;86.0;23500000;Северное Бутово; Грина;1к8;Бульвар Дмитрия Донского;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295107796/;Москва;sale;flat;12;19;3;105.0;23800000;;;;;
MR Group;developer;https://www.cian.ru/sale/flat/299526144/;Москва;sale;flat;10;48;3;71.9;23871806;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Алымкан Байтакова;realtor;https://www.cian.ru/sale/flat/299572467/;Москва;sale;flat;1;6;3;63.4;23800000;Сокол;2-я Песчаная ;8;Зорге;
Alfa Forum Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299252104/;Москва;sale;flat;9;10;3;84.3;24000000;Лефортово;Авиамоторная ;34К2;Авиамоторная;
ID 39404589;developer;https://www.cian.ru/sale/flat/299906565/;Москва;sale;flat;11;28;3;62.9;24084410;Нагорный;;1;Нагорная;Твелв ЖК
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/299137872/;Москва;sale;flat;4;25;3;81.5;24000000;Покровское-Стрешнево;Волоколамское шоссе;81/2с3;Трикотажная;Апартаментный комплекс Level Стрешнево
Veles Realty;real_estate_agent;https://www.cian.ru/sale/flat/297560222/;Москва;sale;flat;20;24;3;62.2;24000000;Перово;шоссе Энтузиастов;86Ак1;Новогиреево;
ID 39404589;developer;https://www.cian.ru/sale/flat/300035568/;Москва;sale;flat;18;22;3;56.8;24372880;Нагорный;;1;Нагорная;Твелв ЖК
Трансстройинвест;developer;https://www.cian.ru/sale/flat/299578087/;Москва;sale;flat;2;23;3;64.3;24386357;Очаково-Матвеевское;Очаково мкр;;Озёрная;ОМ ЖК
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/299343476/;Москва;sale;flat;5;14;3;95.7;24500000;Косино-Ухтомский;Святоозерская ;2;Улица Дмитриевского;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/287085181/;Москва;sale;flat;6;30;3;75.7;24500000;Покровское-Стрешнево;Строительный проезд;9С7;Тушинская;Sky Garden
ID 218508;realtor;https://www.cian.ru/sale/flat/299857285/;Москва;sale;flat;14;16;3;75.0;24800000;Тропарево-Никулино; Академика Анохина;6К2;Юго-Западная;
Основа;developer;https://www.cian.ru/sale/flat/293383526/;Москва;sale;flat;19;20;3;89.86;24990066;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Level Group;developer;https://www.cian.ru/sale/flat/296357435/;Москва;sale;flat;26;26;3;62.5;24908758;Нагатино-Садовники;1-й Нагатина кв-л;;Нагатинская;Левел Нагатинская ЖК
ID 431888;unknown;https://www.cian.ru/sale/flat/299945226/;Москва;sale;flat;7;20;3;62.0;24900000;Покровское-Стрешнево;Северо-Западный ао;95/2к4;Трикотажная;Сити Бэй ЖК
ID 74438895;realtor;https://www.cian.ru/sale/flat/299724800/;Москва;sale;flat;2;35;3;81.5;25300000;Левобережный;Фестивальная ;15к24/1;Речной вокзал;Фестиваль парк-2
Forma;developer;https://www.cian.ru/sale/flat/297989186/;Москва;sale;flat;11;20;3;60.49;25166699;Даниловский;Автозаводская ;26;Тульская;FORST
MR Group;developer;https://www.cian.ru/sale/flat/298871387/;Москва;sale;flat;2;48;3;80.9;25165886;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Колди;developer;https://www.cian.ru/sale/flat/298329338/;Москва;sale;flat;8;21;3;84.0;25320370;Нижегородский;;;Калитники;Н'айс Лофт ЖК
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/299252539/;Москва;sale;flat;7;8;3;72.0;25900000;Останкинский; Бочкова;8;Алексеевская;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/298393930/;Москва;sale;flat;27;32;3;79.0;25910104;Рязанский;;;Стахановская;Проспект 39 ЖК
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/299248003/;Москва;sale;flat;37;39;3;75.2;26000000;Гольяново;Амурская ;1Ак4;Черкизовская;Level Амурская
ID 12734022;realtor;https://www.cian.ru/sale/flat/299800049/;Москва;sale;flat;6;7;3;80.0;25999999;Филевский парк;Багратионовский проезд;1С2;Фили;
CENTURY 21;real_estate_agent;https://www.cian.ru/sale/flat/297913696/;Москва;sale;flat;15;16;3;75.0;25990000;Мещанский;Олимпийский проспект;22;Проспект Мира;
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294659334/;Москва;sale;flat;14;15;3;73.0;26300000;Даниловский;проспект Лихачева;14;Технопарк;Nagatino i-Land
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/299853632/;Москва;sale;flat;8;12;3;65.5;26500000;Мещанский;Мещанская ;14;Проспект Мира;
Level Group;developer;https://www.cian.ru/sale/flat/300029158/;Москва;sale;flat;26;26;3;63.4;26681402;Нагатино-Садовники;Нагатинская набережная;10АС3;Нагатинская;Level Нагатинская
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297716203/;Москва;sale;flat;8;32;3;90.3;26500000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/300114881/;Москва;sale;flat;5;27;3;79.4;26996000;Щукино; Берзарина;;Щукинская;Октябрьское поле
MR Group;developer;https://www.cian.ru/sale/flat/295673841/;Москва;sale;flat;29;49;3;77.37;26792543;Покровское-Стрешнево;Волоколамское шоссе;95/1к8;Трикотажная;City Bay
ID 324976;unknown;https://www.cian.ru/sale/flat/297505258/;Москва;sale;flat;33;33;3;85.6;26990000;Метрогородок;Открытое шоссе;18Ак3;Бульвар Рокоссовского;Лосиноостровский парк
Real Estate Game;real_estate_agent;https://www.cian.ru/sale/flat/294615649/;Москва;sale;flat;3;43;3;72.0;26990000;Раменки; Василия Ланового;1к1;Аминьевская;Огни
КОРТРОС;developer;https://www.cian.ru/sale/flat/298603852/;Москва;sale;flat;2;26;3;61.8;27130200;Останкинский;;;ВДНХ;АйЛав ЖК
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/298132903/;Москва;sale;flat;3;33;3;71.0;27000000;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
Владис;real_estate_agent;https://www.cian.ru/sale/flat/295854364/;Москва;sale;flat;15;21;3;77.0;27399000;Хорошево-Мневники;Карамышевская набережная;22А;Хорошёвская;
MR Group;developer;https://www.cian.ru/sale/flat/299302315/;Москва;sale;flat;15;29;3;83.4;27759523;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
Основа;developer;https://www.cian.ru/sale/flat/286250520/;Москва;sale;flat;7;12;3;90.1;27561590;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Основа;developer;https://www.cian.ru/sale/flat/292153857/;Москва;sale;flat;-1;-1;-1;69.8;27571000;Хорошево-Мневники;2-й Силикатный проезд;;Полежаевская;Emotion
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/299032781/;Москва;sale;flat;3;8;3;93.0;27900000;Ломоносовский; Марии Ульяновой;8;Университет;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/299776209/;Москва;sale;flat;5;10;3;77.4;28000000;Гагаринский;Ленинский проспект;67;Университет;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298334197/;Москва;sale;flat;10;16;3;61.2;28000000;Филевский парк;Большая Филевская ;4;Фили;Only
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/280126686/;Москва;sale;flat;14;17;3;66.6;28125180;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Smolenka Estate;real_estate_agent;https://www.cian.ru/sale/flat/297380955/;Москва;sale;flat;22;29;3;60.0;28300000;Очаково-Матвеевское;Аминьевское шоссе;4Дк3литБ;Аминьевская;Вестердам
Монолит Столица;real_estate_agent;https://www.cian.ru/sale/flat/299722201/;Москва;sale;flat;2;5;3;81.6;28290000;Сокольники; Шумкина;1/26;Сокольники;
Основа;developer;https://www.cian.ru/sale/flat/293125679/;Москва;sale;flat;10;28;3;75.9;28462500;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Центр-Инвест;developer;https://www.cian.ru/sale/flat/299384259/;Москва;sale;flat;21;35;3;81.5;28612293;Левобережный;Фестивальная ;15к24/1;Речной вокзал;Фестиваль парк-2
КОРТРОС;developer;https://www.cian.ru/sale/flat/296640815/;Москва;sale;flat;23;49;3;77.83;28641440;Марьина роща; Веткина;2С7;Марьина Роща;TATE
Бест на Речном;real_estate_agent;https://www.cian.ru/sale/flat/300012115/;Москва;sale;flat;4;7;3;77.1;28500000;Беговой;1-й Боткинский проезд;2/6;Динамо;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/274712206/;Москва;sale;flat;3;37;3;78.0;28500000;Раменки;Мосфильмовская ;98к2;Аминьевская;Огни
Группа Родина;developer;https://www.cian.ru/sale/flat/293201051/;Москва;sale;flat;12;13;3;101.2;28839600;; 1-я Ватутинская;12с4;Ольховая;Russian Design District
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/298199023/;Москва;sale;flat;20;30;3;90.0;28900000;Южнопортовый;Волгоградский проспект;32/3к6;Угрешская;Метрополия
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/296829392/;Москва;sale;flat;2;7;3;72.2;28999990;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
А101;developer;https://www.cian.ru/sale/flat/288822189/;Москва;sale;flat;4;16;3;64.3;29161577;Сокол; Зорге;25С2;Октябрьское поле;Дом на Зорге
Основа;developer;https://www.cian.ru/sale/flat/286886981/;Москва;sale;flat;5;28;3;76.6;28954800;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299414936/;Москва;sale;flat;5;8;3;81.0;28990000;Ломоносовский; Крупской;4К3;Университет;
Бест на Речном;real_estate_agent;https://www.cian.ru/sale/flat/300012180/;Москва;sale;flat;3;5;3;96.7;29000000;Хорошевский;Хорошевское шоссе;34;Беговая;
Diol-Invest;real_estate_agent;https://www.cian.ru/sale/flat/299845199/;Москва;sale;flat;5;23;3;99.74;28999000;Москворечье-Сабурово;переулок 1-й Котляковский;4к1;Варшавская;LIFE Варшавская
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299695305/;Москва;sale;flat;7;52;3;80.4;29500000;Свиблово;проезд Серебрякова;11-13к1;Ботанический сад;Afi Tower
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/297961009/;Москва;sale;flat;25;25;3;73.0;29500000;Кунцево; Академика Павлова;38к1;Молодёжная;Академика Павлова
Место;real_estate_agent;https://www.cian.ru/sale/flat/299600315/;Москва;sale;flat;17;17;3;83.5;29650000;Рязанский;2-й Грайвороновский проезд;42к3;Стахановская;Кварталы 21/19
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299535431/;Москва;sale;flat;8;24;3;82.4;29721680;Лефортово;Независимость кв-л;;Авиамоторная;Символ ЖК
ФСК;developer;https://www.cian.ru/sale/flat/280811360/;Москва;sale;flat;2;29;3;69.8;30014000;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
IZRAEV invest club;real_estate_agent;https://www.cian.ru/sale/flat/299774063/;Москва;sale;flat;24;29;3;80.0;29999999;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;Вестердам
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299774406/;Москва;sale;flat;11;17;3;58.0;30000000;Хорошевский; Зорге;9Ак1;Полежаевская;
Acropol;real_estate_agent;https://www.cian.ru/sale/flat/300007601/;Москва;sale;flat;8;19;3;77.2;29900000;; Татьянин Парк;15к2;Говорово;Татьянин Парк
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/289786872/;Москва;sale;flat;2;13;3;76.25;30000000;Хорошевский; Зорге;9;Полежаевская;Зорге 9
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/282555064/;Москва;sale;flat;2;18;3;70.0;29950000;Беговой;Ленинградский проспект;29к3;Динамо;Царская площадь
ID 39404589;developer;https://www.cian.ru/sale/flat/300127269/;Москва;sale;flat;2;32;3;70.8;30118320;Даниловский;;;Серпуховская;Era
St Michael;developer;https://www.cian.ru/sale/flat/298001209/;Москва;sale;flat;12;21;3;68.49;30666650;Хорошевский;;;Полежаевская;Зорге 9 ЖК
ID 39404589;developer;https://www.cian.ru/sale/flat/299905989/;Москва;sale;flat;21;34;3;71.2;30715680;Обручевский;;;Калужская;Эвер ЖК
Основа;developer;https://www.cian.ru/sale/flat/297432279/;Москва;sale;flat;-1;-1;-1;202.0;30974590;Марфино;;к1;Улица Милашенкова;Вери ЖК
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298334660/;Москва;sale;flat;8;8;3;70.5;30960265;Левобережный;Фестивальная ;15к27/1;Беломорская;Фестиваль парк-2
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295055352/;Москва;sale;flat;3;14;3;68.0;31000000;Даниловский; Архитектора Щусева;2к2;ЗИЛ;ЗИЛАРТ
Level Group;developer;https://www.cian.ru/sale/flat/296358715/;Москва;sale;flat;36;54;3;71.1;31098384;Очаково-Матвеевское;;к1;Мичуринский проспект;Левел Мичуринский ЖК
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/298616680/;Москва;sale;flat;4;17;3;76.6;31580000;Хорошевский; Полины Осипенко;14К1;ЦСКА;
Основа;developer;https://www.cian.ru/sale/flat/297432153/;Москва;sale;flat;-1;-1;-1;202.0;31737050;Марфино;;к2;Владыкино;Вери ЖК
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/300126587/;Москва;sale;flat;6;16;3;75.25;31822290;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Пионер;developer;https://www.cian.ru/sale/flat/296152557/;Москва;sale;flat;24;25;3;77.4;31676909;Москворечье-Сабурово;;;Варшавская;Лайф Варшавская ЖК
СТАТУС;real_estate_agent;https://www.cian.ru/sale/flat/292936310/;Москва;sale;flat;2;22;3;107.2;32160000;Левобережный;Ленинградское шоссе;128к2;Беломорская;
