author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/285554427/;Москва;sale;flat;2;5;2;75.1;84500000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Sminex;developer;https://www.cian.ru/sale/flat/299682238/;Москва;sale;flat;7;12;2;81.2;51830000;Сокол; Врубеля;4к1;Панфиловская;Врубеля 4
ID 111240424;homeowner;https://www.cian.ru/sale/flat/300143306/;Москва;sale;flat;38;52;2;63.0;36000000;Пресненский;Шмитовский проезд;39к1;Шелепиха;Headliner
Эталон;developer;https://www.cian.ru/sale/flat/299226637/;Москва;sale;flat;9;17;2;62.0;27477072;Даниловский;2-я оч.;к8;Технопарк;Shagal
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290825191/;Москва;sale;flat;7;16;2;74.0;39000000;Раменки;Минская ;1ГК1;Минская;Золотые Ключи 2
TOUCH;developer;https://www.cian.ru/sale/flat/290875249/;Москва;sale;flat;10;13;2;55.64;31714800;Южнопортовый;;к3;Дубровка;Шампайн ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/289496561/;Москва;sale;flat;14;14;2;100.0;60000000;Замоскворечье;Валовая ;20;Павелецкая;
Группа Аквилон;developer;https://www.cian.ru/sale/flat/291011109/;Москва;sale;flat;2;23;2;49.1;22090590;Хорошевский;;;Зорге;Инди Тауэрс ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297313098/;Москва;sale;flat;3;21;2;56.6;63139000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
3SGroup;developer;https://www.cian.ru/sale/flat/299379134/;Москва;sale;flat;4;17;2;49.5;11781000;;;;Коммунарка;FOREVILLE
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299256648/;Москва;sale;flat;2;5;2;74.9;85750000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380292/;Москва;sale;flat;3;19;2;59.6;29621200;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/283627992/;Москва;sale;flat;54;67;2;82.0;75000000;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;NEVA TOWERS
Центр-Инвест;developer;https://www.cian.ru/sale/flat/299384199/;Москва;sale;flat;2;35;2;43.1;17139101;Левобережный;Фестивальная ;15к24/1;Речной вокзал;Фестиваль парк-2
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/298324517/;Москва;sale;flat;3;3;2;90.3;43600000;Тверской;Оружейный переулок;23;Маяковская;
;developer;https://www.cian.ru/sale/flat/286886888/;Москва;sale;flat;13;22;2;58.3;24427700;Коптево;Старокоптевский переулок;4;Коптево;UNO Старокоптевский
;;https://www.cian.ru/sale/flat/287929947/;Москва;sale;flat;7;22;2;75.0;40000000;Раменки;Минская ;1ГК1;Ломоносовский проспект;Золотые Ключи 2
;developer;https://www.cian.ru/sale/flat/298576230/;Москва;sale;flat;12;22;2;36.8;24674179;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
;;https://www.cian.ru/sale/flat/298278925/;Москва;sale;flat;34;52;2;60.9;20500000;Покровское-Стрешнево;Северо-Западный ао;95/2к7;Трикотажная;Сити Бэй ЖК
;developer;https://www.cian.ru/sale/flat/296871939/;Москва;sale;flat;2;30;2;40.6;12655020;Рязанский;Рязанский проспект;;Окская;balance
;;https://www.cian.ru/sale/flat/278630649/;Москва;sale;flat;50;53;2;168.0;226800000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
;developer;https://www.cian.ru/sale/flat/300011645/;Москва;sale;flat;2;11;2;31.0;19708817;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
;;https://www.cian.ru/sale/flat/298650795/;Москва;sale;flat;28;48;2;82.0;55000000;Щукино;Авиационная ;77к2;Щукинская;Алые Паруса
;developer;https://www.cian.ru/sale/flat/287742395/;Москва;sale;flat;3;20;2;34.81;9363890;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
;;https://www.cian.ru/sale/flat/289514736/;Москва;sale;flat;2;5;2;64.0;166400000;Хамовники;Пречистенская набережная;43;Кропоткинская;Carré Blanc
;developer;https://www.cian.ru/sale/flat/290842429/;Москва;sale;flat;34;45;2;58.5;38648113;Дорогомилово;Кутузовский проезд;16А/1;Фили;River Park Кутузовский
;;https://www.cian.ru/sale/flat/287686259/;Москва;sale;flat;6;12;2;59.2;76960000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
;developer;https://www.cian.ru/sale/flat/296716029/;Москва;sale;flat;2;28;2;44.9;16613000;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
;;https://www.cian.ru/sale/flat/292243588/;Москва;sale;flat;3;8;2;66.0;82500000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
;developer;https://www.cian.ru/sale/flat/296358128/;Москва;sale;flat;16;21;2;38.7;17726173;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
;;https://www.cian.ru/sale/flat/300092420/;Москва;sale;flat;6;14;2;43.0;15000000;Чертаново Северное;Кировоградская ;6К1;Южная;
;developer;https://www.cian.ru/sale/flat/300036954/;Москва;sale;flat;2;27;2;56.1;23101980;Лефортово;бульвар Сенкевича;;Римская;Символ
;;https://www.cian.ru/sale/flat/299521518/;Москва;sale;flat;4;8;2;60.1;25900000;Савеловский; Верхняя Масловка;20;Петровский Парк;Verdi
;developer;https://www.cian.ru/sale/flat/294196808/;Москва;sale;flat;33;41;2;75.2;38352000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
;;https://www.cian.ru/sale/flat/290001136/;Москва;sale;flat;2;6;2;75.0;84750000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
;developer;https://www.cian.ru/sale/flat/298871373/;Москва;sale;flat;2;48;2;56.2;17889752;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
;;https://www.cian.ru/sale/flat/297729776/;Москва;sale;flat;50;53;2;168.0;226800000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
;developer;https://www.cian.ru/sale/flat/299066778/;Москва;sale;flat;4;17;2;87.6;50808000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
;;https://www.cian.ru/sale/flat/297298004/;Москва;sale;flat;8;9;2;45.0;13700000;Чертаново Центральное; Красного Маяка;11К5;Пражская;
;developer;https://www.cian.ru/sale/flat/299020953/;Москва;sale;flat;47;53;2;61.2;24465618;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
;;https://www.cian.ru/sale/flat/299901758/;Москва;sale;flat;7;12;2;55.0;16750000;Кузьминки;Окская ;2;Текстильщики;
;developer;https://www.cian.ru/sale/flat/299302310/;Москва;sale;flat;11;29;2;55.8;20025392;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
;;https://www.cian.ru/sale/flat/296723055/;Москва;sale;flat;9;9;2;49.0;37000000;Арбат;Смоленская ;10;Смоленская;
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299390122/;Москва;sale;flat;4;50;2;68.5;28633000;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
Гульнара Ахмадиева;realtor;https://www.cian.ru/sale/flat/295179239/;Москва;sale;flat;2;9;2;64.9;20000000;Сосенское поселение;бульвар Веласкеса;4;;Испанские кварталы
Донстрой;developer;https://www.cian.ru/sale/flat/294583717/;Москва;sale;flat;2;22;2;58.1;28835030;Хорошево-Мневники;проезд Проектируемый № 1074;;Терехово ;Остров
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288080150/;Москва;sale;flat;62;77;2;111.0;149000000;Пресненский;1-й Красногвардейский проезд;22с2;Международная;NEVA TOWERS
КОРТРОС;developer;https://www.cian.ru/sale/flat/296640079/;Москва;sale;flat;3;49;2;58.78;21866160;Марьина роща; Веткина;2С7;Марьина Роща;TATE
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/298562622/;Москва;sale;flat;18;18;2;66.0;19900000;Аэропорт;Ленинградский проспект;66К2;Аэропорт;
Level Group;developer;https://www.cian.ru/sale/flat/299277599/;Москва;sale;flat;-1;-1;-1;202.0;14881790;Покровское-Стрешнево;проезд Проектируемый № 3959;;Тушинская;Апартаментный комплекс Level Стрешнево
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/291489636/;Москва;sale;flat;5;31;2;81.0;40980000;Очаково-Матвеевское;Нежинская ;1к2;Давыдково;Кутузовская Ривьера
3SGroup;developer;https://www.cian.ru/sale/flat/298055156/;Москва;sale;flat;6;29;2;36.33;15177043;Богородское;Открытое шоссе;14Д;Бульвар Рокоссовского;Талисман на Рокоссовского
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/297875183/;Москва;sale;flat;10;79;2;62.0;53500000;Пресненский;1-й Красногвардейский проезд;22с2;Деловой центр;NEVA TOWERS
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370748/;Москва;sale;flat;3;6;2;44.0;23232000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297469215/;Москва;sale;flat;8;9;2;64.2;89900000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/294819836/;Москва;sale;flat;9;16;2;60.46;26621660;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295983268/;Москва;sale;flat;44;44;2;86.3;40000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
MR Group;developer;https://www.cian.ru/sale/flat/295671053/;Москва;sale;flat;2;48;2;56.51;17491651;Покровское-Стрешнево;Волоколамское шоссе;95/1к1;Трикотажная;City Bay
Unique;real_estate_agent;https://www.cian.ru/sale/flat/280249135/;Москва;sale;flat;4;13;2;63.7;33000000;Даниловский;Подольское шоссе;3;Тульская;Logos
